county_id	county_empl_pda_pct_2010	county_empl_pda_pct_2011	county_empl_pda_pct_2012	county_empl_pda_pct_2013	county_empl_pda_pct_2014	county_empl_pda_pct_2015	county_empl_pda_pct_2016	county_empl_pda_pct_2017	county_empl_pda_pct_2018	county_empl_pda_pct_2019	county_empl_pda_pct_2020	county_empl_pda_pct_2021	county_empl_pda_pct_2022	county_empl_pda_pct_2023	county_empl_pda_pct_2024	county_empl_pda_pct_2025	county_empl_pda_pct_2026	county_empl_pda_pct_2027	county_empl_pda_pct_2028	county_empl_pda_pct_2029	county_empl_pda_pct_2030	county_empl_pda_pct_2031	county_empl_pda_pct_2032	county_empl_pda_pct_2033	county_empl_pda_pct_2034	county_empl_pda_pct_2035	county_empl_pda_pct_2036	county_empl_pda_pct_2037	county_empl_pda_pct_2038	county_empl_pda_pct_2039	county_empl_pda_pct_2040
1	0.455004679963	0.453362952384	0.453705981283	0.454108276772	0.45405071189	0.455380988367	0.455804643385	0.45652729182	0.457500209431	0.457685220614	0.459440767733	0.45945442354	0.460262935385	0.460599669849	0.461155534209	0.461456414959	0.462448597319	0.462451885613	0.463187650558	0.463811343902	0.465142436525	0.466147801666	0.466971084323	0.467143574088	0.46795047916	0.469687539337	0.470617317035	0.471639126141	0.472443260546	0.472942965439	0.474446477453
7	0.286414240983	0.284592129061	0.2852637579	0.283428248582	0.282129299998	0.283209680558	0.284640918151	0.285153547095	0.287644068383	0.292693307544	0.298035130148	0.297936664784	0.29891803394	0.300868043742	0.302873942521	0.303758423203	0.305088494299	0.30596568351	0.306452723905	0.306950950201	0.307653147802	0.308387823183	0.309962875746	0.310869470564	0.311374040026	0.311610236161	0.311878689584	0.312396812863	0.313413467977	0.314030555037	0.314534720693
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	0.174180438905	0.171240199572	0.171165229156	0.170931802836	0.170916109674	0.170790870041	0.170743413353	0.17063812601	0.170620898536	0.170614957517	0.170593430626	0.170567155139	0.170588680706	0.170392845736	0.17039178932	0.170367132132	0.170462956732	0.170453493948	0.170336651325	0.170307439963	0.170516561415	0.170830111287	0.17084650037	0.17110840643	0.171871468867	0.172032210001	0.172064607917	0.172160773749	0.172212414555	0.172221060118	0.17223979515
23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	0.133517338995	0.140232083973	0.143388388637	0.147566950308	0.15096371402	0.154176074932	0.157979055495	0.160771366574	0.16188013667	0.169322868469	0.174083843724	0.181274833511	0.186859899126	0.187696590423	0.193517158862	0.200297135229	0.205344359681	0.209634463367	0.212415295001	0.217009475387	0.220888944587	0.22484309406	0.2304688305	0.233827583027	0.234544524053	0.234571566028	0.23456132988	0.234604555925	0.234629206811	0.234833819839	0.234903109509
35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	0.829845969897	0.8309091224	0.832041706317	0.832448383554	0.833567679508	0.83451535087	0.835751576268	0.836897895483	0.836669490731	0.836945944535	0.837015526753	0.837248791276	0.838338135647	0.839247811295	0.839669466856	0.840624641002	0.840713792793	0.840548599046	0.84068243707	0.840831017821	0.841928880863	0.843115990947	0.844320708544	0.844514310153	0.844620268523	0.844670162078	0.845042704096	0.845490180546	0.845488932533	0.845653055592	0.846092534201
39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	0.323667439166	0.326730794662	0.328136734503	0.329188291352	0.330255761857	0.332031721426	0.335164014928	0.335948197243	0.339391769253	0.342120428127	0.345751583191	0.347647336074	0.349720988867	0.35099730073	0.351837580962	0.352998098872	0.354866881254	0.356033555409	0.35746099462	0.359528029102	0.361209199124	0.362844448335	0.364819276062	0.367093268902	0.370453249745	0.37387010998	0.377307961289	0.381223499653	0.385055371008	0.38900180508	0.391744723618
43	0.494547967093	0.491673371187	0.492130149833	0.493293111116	0.492689107944	0.49251301842	0.493186683105	0.494248136764	0.495626276707	0.497452473457	0.499040004079	0.499105528224	0.499384242415	0.499337658892	0.499696358126	0.500031653219	0.499512628652	0.499565233576	0.50086438943	0.501292791005	0.501607876862	0.50245891707	0.502842161026	0.503360500065	0.504328695184	0.505666691745	0.506232709374	0.507512598241	0.508268842486	0.510695654453	0.512092435876
44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	0.179788439743	0.18605789229	0.186382633394	0.186417042012	0.189139811424	0.191804296731	0.193582762912	0.196517986054	0.19916679291	0.202190521666	0.204240741835	0.206549394631	0.20836235417	0.210708365327	0.213642149929	0.216179341324	0.218533026591	0.221069854049	0.224085335193	0.226525914755	0.229347329986	0.232616510463	0.236176765053	0.237903805636	0.240424888812	0.243999096277	0.244484078597	0.246554180367	0.249050913924	0.249962962743	0.252452498511
49	0.365631998333	0.359215983764	0.35971369852	0.358892909427	0.35990861748	0.359383229748	0.361203507057	0.360392133421	0.358357645154	0.357278631396	0.357092259919	0.356880426155	0.357145176346	0.357709745985	0.358376688435	0.358542108479	0.35753828827	0.357704061086	0.356510378865	0.3558065421	0.355689845944	0.355318296666	0.354560395986	0.353590928662	0.352254607834	0.352048194577	0.3517292538	0.350554792741	0.350337090293	0.349707023678	0.349562480188
50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
